candidate,election_status,status_of_candidate,specific_party,general_party,election_jurisdiction,election_year,election_type,office_sought,incumbency_status,specific_business,general_industry,broad_sector,#_of_records,total_$
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,PACS OPERATED BY REPUBLICAN MEMBERS OF CONGRESS OR PROMINENT NATIONAL REPUBLICANS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,85,"$366,025"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,PHYSICIANS,HEALTH PROFESSIONALS,HEALTH,"1,270","$314,091"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,REAL ESTATE AGENTS & MANAGERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE","1,004","$282,198"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,NO EMPLOYER LISTED OR DISCOVERED,NO EMPLOYER LISTED OR FOUND,UNCODED,"1,505","$264,606"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,PHYSICIANS,HEALTH PROFESSIONALS,HEALTH,"1,712","$248,779"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,NO EMPLOYER LISTED OR DISCOVERED,NO EMPLOYER LISTED OR FOUND,UNCODED,"1,723","$233,329"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,PACS OPERATED BY DEMOCRATIC MEMBERS OF CONGRESS OR PROMINENT NATIONAL DEMOCRATS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,78,"$225,800"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,REAL ESTATE DEVELOPERS & SUBDIVIDERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",420,"$224,813"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,REPUBLICAN JOINT CANDIDATE COMMITTEES,JOINT CANDIDATE COMMITTEE,CANDIDATE CONTRIBUTIONS,7,"$221,331"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,REPUBLICAN/CONSERVATIVE,CONSERVATIVE POLICY ORGANIZATION,IDEOLOGY/SINGLE ISSUE,997,"$208,376"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"CONSTRUCTION, UNCLASSIFIED",GENERAL CONTRACTORS,CONSTRUCTION,408,"$205,898"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"AUTO DEALERS, NEW & USED",AUTOMOTIVE,TRANSPORTATION,345,"$199,836"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,CIVIL SERVANT/PUBLIC EMPLOYEE,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,"1,965","$194,534"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,COMMERCIAL BANKS & BANK HOLDING COMPANIES,COMMERCIAL BANKS,"FINANCE, INSURANCE & REAL ESTATE",600,"$194,500"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,REAL ESTATE AGENTS & MANAGERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE","1,051","$166,607"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,VENTURE CAPITAL,SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",202,"$163,430"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,OIL & GAS,OIL & GAS,ENERGY & NATURAL RESOURCES,241,"$162,612"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,ACCOUNTANTS,ACCOUNTANTS,"FINANCE, INSURANCE & REAL ESTATE",329,"$155,704"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,"BOOK, NEWSPAPER & PERIODICAL PUBLISHING",PRINTING & PUBLISHING,COMMUNICATIONS & ELECTRONICS,883,"$154,219"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,LOBBYISTS & PUBLIC RELATIONS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,857,"$148,032"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,COMMERCIAL BANKS & BANK HOLDING COMPANIES,COMMERCIAL BANKS,"FINANCE, INSURANCE & REAL ESTATE","1,456","$144,519"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,PHARMACEUTICAL MANUFACTURING,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,"1,117","$140,839"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,MOTION PICTURE PRODUCTION & DISTRIBUTION,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,367,"$139,182"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,INVESTORS,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",107,"$136,859"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"FINANCE, INSURANCE & REAL ESTATE","MISCELLANEOUS FINANCE, INSURANCE & REAL ESTATE","FINANCE, INSURANCE & REAL ESTATE",175,"$135,356"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,DEFENSE AEROSPACE CONTRACTORS,DEFENSE AEROSPACE,DEFENSE,273,"$130,904"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,EDUCATION,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,"1,247","$127,919"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,HOSPITALS,HOSPITALS & NURSING HOMES,HEALTH,"1,192","$124,769"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,COMPUTER MANUFACTURE & SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,729,"$122,486"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,VENTURE CAPITAL,SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",78,"$122,325"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,PHARMACEUTICAL MANUFACTURING,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,223,"$117,295"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,RETAIL TRADE,RETAIL SALES,GENERAL BUSINESS,582,"$115,705"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,"HOMEMAKERS, STUDENTS & OTHER NON-INCOME EARNERS",HOMEMAKERS/NON-INCOME EARNERS,UNCODED,752,"$115,533"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,TELECOMMUNICATIONS,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,225,"$113,107"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"INSURANCE AGENCIES, BROKERS & AGENTS",INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",334,"$108,798"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"FARMERS, IN GENERAL",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,336,"$108,201"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,RESTAURANTS & DRINKING ESTABLISHMENTS,FOOD & BEVERAGE,GENERAL BUSINESS,184,"$106,480"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,BROADCASTING & MOTION PICTURES,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,431,"$103,703"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,COMPUTER SOFTWARE,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,239,"$101,389"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"ENGINEERING, ARCHITECTURE & CONSTRUCTION MANAGEMENT SERVICES",CONSTRUCTION SERVICES,CONSTRUCTION,309,"$100,944"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,MANAGEMENT CONSULTANTS & SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,265,"$94,898"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,INVESTORS,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",123,"$93,800"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,SCHOOLS & COLLEGES,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,410,"$92,415"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"HOMEMAKERS, STUDENTS & OTHER NON-INCOME EARNERS",HOMEMAKERS/NON-INCOME EARNERS,UNCODED,370,"$91,638"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,DENTISTS,HEALTH PROFESSIONALS,HEALTH,308,"$86,955"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,OTHER PHYSICIAN SPECIALISTS,HEALTH PROFESSIONALS,HEALTH,296,"$85,733"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,HOSPITALS,HOSPITALS & NURSING HOMES,HEALTH,373,"$84,568"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,SEARCH ENGINE/EMAIL SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,363,"$83,927"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,COMMERCIAL TELEVISION & RADIO STATIONS,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,51,"$83,618"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,"FINANCE, INSURANCE & REAL ESTATE","MISCELLANEOUS FINANCE, INSURANCE & REAL ESTATE","FINANCE, INSURANCE & REAL ESTATE",535,"$83,332"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,HMOS,HEALTH SERVICES,HEALTH,773,"$82,264"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,EDUCATION,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,936,"$80,863"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"PUBLIC WORKS, INDUSTRIAL & COMMERCIAL CONSTRUCTION",GENERAL CONTRACTORS,CONSTRUCTION,119,"$80,277"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,LIQUOR WHOLESALERS,"BEER, WINE & LIQUOR",GENERAL BUSINESS,76,"$79,675"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,"PUBLIC SCHOOL TEACHERS, ADMINISTRATORS & OFFICIALS",EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,831,"$79,095"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,NONPROFIT FOUNDATIONS,NONPROFIT INSTITUTIONS,GOVERNMENT AGENCIES/EDUCATION/OTHER,249,"$78,341"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,HEALTH CARE INSTITUTIONS,HOSPITALS & NURSING HOMES,HEALTH,856,"$78,086"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,TELECOMMUNICATIONS,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,761,"$76,770"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,PSYCHIATRISTS & PSYCHOLOGISTS,HEALTH PROFESSIONALS,HEALTH,668,"$75,944"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,FOOD & KINDRED PRODUCTS MANUFACTURING,FOOD PROCESSING & SALES,AGRICULTURE,71,"$73,188"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,TOBACCO & TOBACCO PRODUCTS,TOBACCO,AGRICULTURE,49,"$71,740"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,ALTERNATIVE ENERGY PRODUCTION & SERVICES,MISCELLANEOUS ENERGY,ENERGY & NATURAL RESOURCES,72,"$71,600"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,ACCOUNTANTS,ACCOUNTANTS,"FINANCE, INSURANCE & REAL ESTATE",368,"$69,449"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,OTHER PHYSICIAN SPECIALISTS,HEALTH PROFESSIONALS,HEALTH,493,"$68,875"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,DEMOCRATIC PARTY COMMITTEES,PARTY COMMITTEES,PARTY,94,"$68,799"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,"ENGINEERING, ARCHITECTURE & CONSTRUCTION MANAGEMENT SERVICES",CONSTRUCTION SERVICES,CONSTRUCTION,631,"$67,755"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,CANDIDATE CONTRIBUTION,CANDIDATE CONTRIBUTIONS,CANDIDATE CONTRIBUTIONS,165,"$67,452"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,MEDICAL SCHOOLS,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,646,"$66,832"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,BUILDING OPERATORS & MANAGERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",104,"$65,840"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,ENVIRONMENTAL POLICY,PRO-ENVIRONMENTAL POLICY,IDEOLOGY/SINGLE ISSUE,203,"$65,715"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,MAJOR (MULTINATIONAL) OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,168,"$65,462"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,CIVIL SERVANT/PUBLIC EMPLOYEE,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,524,"$64,502"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,INDUSTRIAL & COMMERCIAL EQUIPMENT AND MATERIALS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,109,"$64,359"
"HARRISON, JAIME",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,CHALLENGER,CANDIDATE CONTRIBUTION,CANDIDATE CONTRIBUTIONS,CANDIDATE CONTRIBUTIONS,265,"$62,242"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,"BOOK, NEWSPAPER & PERIODICAL PUBLISHING",PRINTING & PUBLISHING,COMMUNICATIONS & ELECTRONICS,92,"$62,216"
"GRAHAM, LINDSEY OLIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,SC,2020,STANDARD,US SENATE DISTRICT SC SW-CLASS II,INCUMBENT,HOTELS & MOTELS,LODGING & TOURISM,GENERAL BUSINESS,79,"$61,190"
